DEPARTMENT,NAME,POPULATION,LEG2011ID,LEG2011TUR,RDRLEG2011,PDCILEG11,LEG2011WIN,N2011WINPC,MUN2013ID,MUN2013TUR,RDRMUN2013,PDCIMUN13,MUN2013WIN,N2013WINPC,Ouattara2010votes,total2010votes,Ouattara2010vs,Primary.Ethnicity,Mining.EconActivity,PavedRoad.Access,Prefecture,Mairie,Gendarmerie.Police.Poste,HealthClinic,Secondary.School,Bank,ServiceAccess.Index,Feel.Secure,DateFNarrived,FN.Presence.Type,FN.Commander,Commander.FromDepartment,Joined.FN,Joined.Ethnicity,Joined.Roles,Joined.Num,Majority.FN.FromElsewhere,Foreign.FN.Origins,Other.Armedgroups,Combat,Combat.Groups,Combat.Years,Combat.CasualtiesNum,Civilian.Victims,Civilian.Victims.Reason,Civilian.Victims.Num,Pillage,Pillage.Auteurs,FN.Organizedmeetings,Leaders.Cooperated,Cooperation.Types,Which.Leaders.Cooperated,Leaders.Opposed,Which.Leaders.Opposed,Leaders.Fled,Which.Leaders.Fled,MaintainOrder,LandDisputes,ProtectfromAttacks,Education,Education.FNinvolved,Health,Health.FNinvolved,Infrastructure,ProvideLoans,FN.CollectedTaxes,CollectedTaxes.How,Tensions,Tensions.Causes,ProvidedServices.Post2011,WhichServices.Post2011,CollectedTaxes.Post2011First2years,CollectedTaxes.Post2011First2years.How,ProvideServices.Today,ProvideServices.Today.How,CollectTaxes.Today,CollectTaxes.Today.How,CollectTaxes.Postwar.DUMMY,FN.LeaderVisits.Post2011First2years,FN.LeaderVisits.Post2011First2years.Why,FN.LeaderVisits.Today,FN.LeaderVisits.Today.Why,FN.LeaderVisits.DUMMY,FN.MaterialSupport.Post2011,MaterialSupport.Types,FN.Leader.LocalInterests,FN.MaterialSupport.DUMMY,FN.MP2016,FN.Maire,FN.ConseilRegional,FN.OtherPosition,FN.PoliticalPosition.DUMMY,Respondent.Profession,Respondent.Religion,Respondent.Ethnicity,Respondent.Education,Comprehension,Sincerity,Knowledge,ServiceAccess.Index2,Anypostwarinfluence,Ethnicity.Northern,Combat.DUMMY,Recruitment.DUMMY,Postwarinfluence.Index,FN.Organizedmeetings.DUMMY,Leaders.Cooperated.DUMMY,Predation.Index,CivilianViolence.DUMMY,Pillage.DUMMY,Tensions.DUMMY,CollaborativeGov,EliteSupport,Servicespost2011.DUMMY,Postwarinfluence.Index2,RDRindex,LPOP,BLOCKindex,FN.Governance.Index2,mining.DUMMY,LPOP2,spectrum,NAME2,commanderlocal.DUMMY,comzones,northern,pauv,harm_index_hh1,distance,victim,joined,taxed,supportFN_2,supportPROGOV,supportARMY,order
Korhogo,Ki�mou,22422,169,59.3,25.6,42.1,PDCI,42.1,136,38.1,89.5,NA,RDR,89.5,126646,161186,0.785713,Senoufo,0,0,no,no,no,yes,yes,no,2,yes,2002,Camp militaire,Chef de poste at Napie,no,yes,Senoufo,Militaires,moins de cinquante,yes,"Nord, pays limitrophes",forces impartiales,no,n/a,n/a,n/a,yes,"pillage, forced taxation",moins de vingt,yes,FN,no,yes,mediation,chefs traditionnels,no,n/a,yes,"enseignants, commercants, personnel de sante, autres fonctionnaires","dozos, forces impartiales","FN, chefs traditionnels","dozos, forces impartiales","enseignants professionnels, enseignants volontaires, autre (auto-finance, villagers)",0,medecins,0,personne,personne,yes,"laisser-passer, barrages routiers, impots au marche",occasionellement,"taxation, questions de terre/propriete, mauvais comportement de certains elements des FN",yes,maintenir l'ordre,don't know,n/a,no,n/a,don't know,n/a,0,no,n/a,no,n/a,0,no,n/a,yes,0,no,no,no,no,0,cheferie,Islam,Senoufo,CEPE,pas de difficultes,tres sincere,bonne connaissance,4,0,1,0,1,0,0,1,3,1,1,1,0,0,1,1,57.55,10.0177979,65.8,0,0,10.0177979,0,Ki�mou,0,0,0.833333333,NA,NA,NA,0.1375,0.425,0.1625,0.3625,0.1,0.1625,2.6375
Dabakala,Foumbolo,18808,95,65.2,64.1,5.01,RDR,64.4,158,61.5,35.2,NA,RDR,35.2,26804,33857,0.791683,Senoufo,0,0,no,yes,no,yes,no,no,2,missing,2002,Camp militaire,"Moussa, Doumbia",missing,yes,Senoufo (djimini),Militaires,moins de cinquante,no,"burkina faso, mali","dozos, forces impartiales",no,n/a,n/a,n/a,yes,racket,moins de vingt,no,n/a,yes,yes,mediation,chefs traditionnels,no,n/a,yes,enseignants et autres fonctionnaires,FN,chefs traditionnels,FN,"enseignants professionnels, enseignants volontaires, ONG locale",0,personnels de santé professionnels,0,personne,chefs traditionnels,no,n/a,occasionellement,mauvais comportement de certains element des FN,no,n/a,no,n/a,no,n/a,no,n/a,0,yes ,il est originaire de la ville,yes,il est originaire de la ville,1,no,n/a,no,0,missing,no,no,agent de mairie,0,chef du village,Islam,djimini,pas d'enseignement formel achevé,quelques difficultés dans la comprehension,partiellement sincère,connaissance moyenne,4,1,1,0,1,1,1,1,2,1,0,1,0,0,0,1,49.65,9.84203759,49.8,2,0,9.84203759,1,Foumbolo,0,0,0,0.894736842,1,0.704196819,0.55,0.5,0.5,0.15,0.1,0.05,1.3
Odienné,Bako,17253,121,74.8,71.8,1.27,RDR,71.8,44,68.2,69.6,NA,RDR,69.6,43565,48431,0.899527,Malinké,0,1,no,yes,yes,yes,yes,no,4,yes,2002,Camp militaire,Kone N'Golo - Kone Bakari - Silla (Commandant de secteur),no,yes,Malinké,Militaires,entre cent et deux-cent,no,Nord,"dozos, forces impartiales",no,n/a,n/a,n/a,yes,le comportement des FN,entre cinquante et cent,yes,FN,no,no,n/a,n/a,no,n/a,yes,"enseignants, personnel de sante, autres fonctionnaires",FN,FN,FN,"enseignants professionnels, enseignants volontaires, acteurs internationaux",0,personnels de sante volontaires,0,personne,personne,yes,"directement des commerçants, laisser-passer, barrages routiers, licences pour les taxis, impots au marché","non, jamais",n/a,no,n/a,no,n/a,no,n/a,no,n/a,0,"oui, moins frequemment que chaque mois mais plus que deux fois par an",ceremonies de nature privee,"oui, moins frequemment que chaque mois mais plus que deux fois par an",ceremonies de nature privee,1,no,n/a,no,0,no,no,no,no,0,agriculteur,Islam,missing,CEPE,pas de difficultes,tres sincere,bonne connaissance,6,1,1,0,1,1,0,0,2,1,1,0,0,0,0,1,70.7,9.75574132,70.7,2,0,9.75574132,0,Bako,0,0,0.88,0,NA,1.961964173,0.2,0.5,0.1,0.5,0,0.3,2.7
Boundiali,Boundiali,59586,15,56.9,60.4,15.5,RDR,60.4,123,53.4,13,NA,Independen,32.2,42838,56221,0.761957,Senoufo,0,1,yes,yes,yes,yes,yes,yes,6,yes,2002,Camp militaire,"Toure, Gaoussou Kone (Jah Gao) (commandant de sectur/zone)",no,yes,"Senoufo, Malinke",Militaires,don't know,no,Nord,dozos,no,n/a,n/a,n/a,yes,le comportement des elements,don't know,yes,FN,yes,yes,"mediation, public services",chefs traditionnels,no,n/a,yes,"enseignants, personnel de sante, autres fonctionnaires","FN, dozos","FN, chefs traditionnels",dozos,"enseignants professionnels, enseignants volontaires, ONG locale",0,"personnels de sante professionnel, acteurs internationaux",0,personne,personne,yes,"directement des commercants, barrages routiers, licences pour les taxis, impots au marche",occasionellement,mauvais comportement de certains elements des Forces Nouvelles,no,n/a,no,n/a,no,n/a,no,n/a,0,"oui, moins frequemment que chaque mois mais plus que deux fois par an",visite chez des membres des elites communautaires,"oui, moins frequemment que chaque mois mais plus que deux fois par an",visite chez des membres des elites communautaires,1,yes,dons/offres a des particuliers ,no,1,no,no,no,no,0,chef du village,Islam,missing,pas d'enseignement formel acheve,pas de difficultes,tres sincere,bonne connaissance,8,1,1,0,1,2,1,1,3,1,1,1,1,0,0,2,36.7,10.99517593,46.3,1,0,10.99517593,1,Boundiali,0,1,0.835443038,0.355932203,1.830188679,2.024580947,0.2,0.45,0.2,0.3,0.2,0.2,2.45
Korhogo,Komborodougou,12947,167,62.9,62.7,15.5,RDR,62.7,133,61.8,33.4,16.8,Independen,49.8,126646,161186,0.785713,Senoufo,0,0,no,yes,no,yes,no,no,2,yes,2002,Camp militaire,"Kassoum (""commandant de secteur"")",no,yes,Senoufo,Militaires,moins de cinquante,yes,Nord,dozos,no,n/a,n/a,n/a,no,n/a,n/a,yes,FN,yes,yes,public services,chefs traditionnels,no,n/a,yes,"politiciens locaux, enseignants, autres fonctionnaires",FN,FN,FN,"enseignants professionnels, enseignants volontaires",0,"personnels de santé professionels, autre (communaute catholique)",0,personne,personne,yes,"laisser-passer, barrages routiers, impots au marche",frequemment,"taxation, mauvais comportement de FN",no,n/a,yes,barrages routiers,no,n/a,no,n/a,1,no,n/a,no,n/a,0,no,no,no,0,no,no,no,no,0,agriculteur,aucune,Senoufo,CEPE,quelques difficultés,partiellement sincere,bonne connaissance,4,1,1,0,1,0,1,1,3,0,1,1,0,0,0,0,48.05,9.46861938,56.25,2,0,9.46861938,1,Komborodougou,0,0,0.923076923,0.894736842,1.5625,1.402486459,0.1375,0.425,0.1625,0.3625,0.1,0.1625,2.6375
Korhogo,Sirasso,28160,168,73.8,97.3,1.42,RDR,97.3,137,55.4,55.1,44.9,RDR,55.1,126646,161186,0.785713,Senoufo,0,0,no,yes,yes,yes,yes,no,4,yes,2002,Camp militaire,don't know,no,yes,"Senoufo, melage",Militaires,don't know,yes,don't know,"dozos, forces impartiales",no,n/a,n/a,n/a,no,n/a,n/a,no,n/a,yes,yes,"mediation, political support",chefs traditionnels,no,n/a,yes,"enseignants, autres fonctionnaires","FN, chefs traditionnels, dozos",chefs traditionnels,"FN, dozos, forces impartiales","chefs traditionnels, enseignants volontaires, autre (parents de village)",0,"personnels de santé professionels, autre (communaute catholique)",0,personne,personne,yes,"laisser-passer, barrages routiers","non, jamais",n/a,no,n/a,no,n/a,no,n/a,no,n/a,0,"oui, il reside/a reside ici","ceremonies de nature privee, visite chez des membres des elites communautaires, visite de nature privee","oui, il reside/a reside ici","ceremonies de nature privee, visite chez des membres des elites communautaires, visite de nature privee",1,yes,"dons/offres a la communaute, dons/offres a des particuliers, dons/offres aux anciens elements des FN",yes,1,yes,no,no,dirigeant de la branche locale d'un partie politique,1,chef du village,aucune,Senoufo,pas d'enseignement acheve,quelques difficultés,tres sincere,connaissance moyenne,6,1,1,0,1,3,1,1,0,0,0,0,0,1,0,3,76.2,10.24565781,76.2,2,0,10.24565781,1,Sirasso,0,0,1,0.65,2.473684211,1.61075978,0.1375,0.425,0.1625,0.3625,0.1,0.1625,2.6375
Dikodougou,Dikodougou,39567,163,55.3,73.5,NA,RDR,73.5,130,50.3,19,NA,Independen,52.3,NA,NA,NA,Senoufo,0,0,yes,yes,yes,yes,yes,no,5,yes,2002,Camp militaire,Commandant Idjao (comsecteur),no,yes,"Senoufo, Malinke",Militaires,moins de cinquante,yes,autre (Sudiste),"dozos, forces impartiales",no,no,n/a,n/a,no,n/a,n/a,yes,FN,missing,yes,"mediation, public services","chefs traditionnels, dozos",no,n/a,yes,"religieux, autres fonctionnaires, enseignants, autres (etrangers)","FN, dozos, forces impartiales","FN, chefs traditionnels","FN, dozos","enseignants volontaires, autre (la COGES)",0,"personnels de sante professionel, autre (fils du village)",0,personne,personne,yes,"directement des commerçants, laisser-passer, licences pour les taxis, impots au marché",occasionellement,taxation,yes,"maintenir l'ordre, proteger des ataques d'autres groups armes",yes,"directement des commercants, emission de laisser-passer, barrages routiers, imports au marche",no,n/a,no,n/a,1,no,n/a,no,n/a,0,no,n/a,no,0,no,no,no,no,0,chef de canton,catholique,Senoufo,BEPC,pas de difficultes,partiellement sincere,bonne connaissance,7,1,1,0,1,0,0,1,2,0,1,1,0,0,1,1,46.25,10.58575072,62.9,2,0,10.58575072,0,Dikodougou,0,0,1,0.55,1.222222222,1.326512348,NA,NA,NA,NA,NA,NA,NA
Dikodougou,Guiemb�,16772,163,55.3,73.5,NA,RDR,73.5,131,53.2,74.8,NA,RDR,74.8,NA,NA,NA,Senoufo,1,0,no,yes,yes,yes,yes,no,4,no,2002,Camp militaire,Chef de poste,no,yes,"Senoufo, Peul",Militaires,plus de deux-cent,yes,don't know,"dozos, forces impartiales",no,n/a,n/a,n/a,yes,aggressions contre femmes,moins de vingt,yes,FN,no,yes,mediation,"chefs traditionnels, leaders de la societe civile, leaders d'associations de jeunes",no,n/a,yes,"enseignants, autres fonctionnaires","FN, dozos, forces impartiales",chefs traditionnels,"FN, dozos, forces impartiales","chefs traditionnels, enseignants volontaires, autre (parents de village)",0,"personnels de sante professionel, acteurs internationaux",0,autre (COES),personne,yes,"directement des commerçants, laisser-passer, licences pour les taxis, impots au marché",occasionellement,"questions de terre/propriete, mauvais comportement de certains elements des FN",yes,"maintenir l'ordre, proteger des attaques d'autres groups armes",no,n/a,no,n/a,no,n/a,0,"oui, il reside/a reside ici","visite chez des membres des elites communautaires, visite de nature privee","oui, il reside/a reside ici","visite chez des membres des elites communautaires, visite de nature privee",1,yes,"dons/offres a la communaute, dons/offres a des particuliers, dons/offres aux anciens elements des FN (spending money, beer)",yes,1,no,no,yes,"fonctionnaire, dirigeant de la branche locale d'un parti politique",1,"cheferie, representant de canton, president de jeunes, preisdent de femmes",autre (Animiste),Senoufo,focus group,quelques difficultés,partiellement sincere,bonne connaissance,6,1,1,0,1,3,0,1,3,1,1,1,0,0,1,4,74.15,9.727466108,74.15,2,1,9.727466108,0,Guiemb�,0,0,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA
Koro,Mahandougou,5597,9,73,60.5,NA,RDR,60.5,166,60.3,36.7,NA,Independen,39.6,NA,NA,NA,Baralaka,0,0,no,no,yes,no,no,no,1,no,2003,Camp militaire,Toure (chef de poste),no,don't know,n/a,n/a,n/a,yes,Nord,forces impartiales,no,n/a,n/a,n/a,yes,"they captured chef du village, we had to pay 2 boefs to liberate him",entre vingt et cinquante,yes,FN,no,yes,mediation,"chefs traditionnels, leaders d'association de jeunes",no,n/a,yes,enseignants,"chefs traditionnels, autre (president de jeunes)",chefs traditionnels,FN,enseignants volontaires,0,personne,0,pesonne,autres personnes puissantes dans la communaute,no,n/a,occasionellement,conflits d'autorite entre FN et d'autres personnes importantes dans la communaute,no,n/a,no,n/a,no,n/a,no,n/a,0,no,n/a,no,n/a,0,no,n/a,no,0,no,no,no,no,0,"chef du village, notabilite, enseignant",Islam,Malinke,n/a (focus group),quelques difficultés,partiellement sincere,bonne connaissance,3,0,0,0,0,0,0,1,3,1,1,1,0,0,0,0,48.6,8.629986019,50.05,1,0,8.629986019,0,Mahandougou,0,0,NA,NA,NA,1.904527568,0.3,0.2,0.1,0.1,0,0.1,3
Bouna,Bouna,58616,28,40.6,87.1,5.64,RDR,87.1,187,56.1,31.8,13.6,RDR,31.8,9095,25460,0.357227,Koulongo,missing,1,yes,yes,yes,yes,yes,yes,6,no,2002,Camp militaire,Ouattara Mourou,no,yes,"Malinke, Koulongo, Lobi","Militaires, bureaurats, teachers",plus de deux-cent,no,"Korhogo, Burkina Faso",none,yes,FN-FDS,2002,don't know,yes,"killings, appropriation",moins de vingt,yes,FN,yes,yes,political support,don't know,yes,don't know,yes,don't know,FN,chefs traditionnels,FN,"FN, enseignants professionels",1,personnels de santé professionels,0,personne,personne,yes,"laisser-passer, barrages routiers, impots au marche",occasionellement,"taxation, mauvais comportement de FN",no,n/a,no,n/a,no,n/a,no,n/a,0,yes (prefet former comzone),visit de nature militaire,yes (prefet former comzones),visit de nature militaire,1,missing,missing,missing,1,yes,no,yes,parti politique,1,,Islam,Malinke,Universite acheve,pas de difficultes,tres sincere,bonne connaissance,8,1,0,1,1,3,1,1,3,1,1,1,0,1,0,3,59.45,10.97876298,59.45,3,0,10.97876298,2,Bouna,0,1,0.013888889,0.2,2.105263158,0.383672597,0.35,0.45,0.55,0.15,0.1,0.2,1.4
Korhogo,Napi�ol�dougou,23297,169,59.3,25.6,42.1,PDCI,42.1,136,38.1,89.5,NA,RDR,89.5,126646,161186,0.785713,Senoufo,0,1,no,yes,yes,yes,yes,no,4,yes,2002,Camp militaire,"Ouattara Lassina, Wat, Coulibaly (""commandant de secteur"")",yes,yes,Senoufo,Militaires,plus de deux-cent,no,Nord,"dozos, forces impartiales",no,n/a,n/a,n/a,yes,conflit entre peuls et paysans ou les peuls donnaient de l'argent aux FN pour juger en leur faveur,plus de cent,yes,FN,no,yes,public services,chefs traditionnels,no,n/a,yes,"enseignants, personnel de sante, autres fonctionnaires","FN, dozos","FN, chefs traditionnels",dozos,"enseignants professionnels, enseignants volontaires, ONG locale, acteurs internationaux",0,"personnels de santé professionnels, personnels de santé volontaires",0,personne,personne,yes,"directement des commerçants, laisser-passer, barrages routiers, licences pour les taxis, impots au marché",occasionellement,"taxation, mauvais comportement de FN",yes,maintenir l'ordre,yes,barrages routiers,no,n/a,no,n/a,1,no,n/a,no,n/a,0,no,n/a,no,0,no,no,no,no,0,chef de canton,Islam,Senoufo,CEPE,pas de difficultes,partiellement sincere,bonne connaissance,6,1,1,0,1,0,0,1,3,1,1,1,0,0,1,1,57.55,10.05607988,65.8,1,0,10.05607988,0,Napi�ol�dougou,1,0,1,0.875,1.411764706,NA,0.1375,0.425,0.1625,0.3625,0.1,0.1625,2.6375
Korhogo,Nafoun,7990,168,73.8,97.3,1.42,RDR,97.3,137,55.4,55.1,44.9,RDR,55.1,126646,161186,0.785713,Senoufo,0,0,no,no,no,yes,yes,no,2,yes,2002,No permanent presence,"""Duncan"" (at Sirasso, comsecteur)",no,yes,Senoufo,Militaires,moins de cinquante,yes,Nord,"dozos, forces impartiales",no,n/a,n/a,n/a,no,n/a,n/a,no,n/a,yes,yes,"mediation, public services, political support","chefs traditionnels, religieux, leaders d'associations de jeunes",no,n/a,yes,"enseignants, personnel de sante, autres fonctionnaires","FN, chefs traditionnels, dozos, forces impartiales","chefs traditionnels, autre (proprietaires de terrain)","FN, dozos, forces impartiales","enseignants volontaires, acteurs internationaux, autre (community leaders)",0,"medecins et personnels de sante professionel, acteurs internationaux, autre (people of village would go elsewhere and send money back to help with health services)",0,"autre (Ivoire Cotton, COEC)",personne,yes,barrages routiers,"non, jamais",n/a,yes,"maintenir l'ordre, entretenir les infrastructure locales",yes,barrages routiers,yes,entretenir les infrastructures locales,no,n/a,1,"oui, au mains chaque mois","ceremonies de nature privee, visite chez des membres des elites communautaires, visite de nature privee","oui, au mains chaque mois","ceremonies de nature privee, visite chez des membres des elites communautaires, visite de nature privee",1,yes,"dons/offres a la communaute, dons/offres a des particuliers, dons/offres aux anciens elements des FN",yes,1,yes,no,no,fonctionnaire,1,"chef de village, president de jeunes",Islam,Senoufo,CEPE,pas de difficultes,tres sincere,bonne connaissance,4,1,1,0,1,3,1,1,0,0,0,0,1,1,1,4,76.2,8.985946039,76.2,2,0,8.985946039,1,Nafoun,0,0,NA,NA,NA,1.714634728,0.1375,0.425,0.1625,0.3625,0.1,0.1625,2.6375
Ferkessédougou,Koumbala,10088,187,53.4,92.5,7.5,RDR,92.5,142,80.3,19.4,NA,Independen,45.3,71082,81294,0.874382,Senoufo,0,0,no,yes,no,yes,yes,no,3,yes,2002,Camp militaire,Chef de poste,no,yes,"Senoufo, ""melange""",Militaires,don't know,yes,don't know,aucun,no,n/a,n/a,n/a,no,n/a,n/a,yes,don't know,no,yes,mediation,"chefs traditionnels, religieux, leaders d'associations de jeunes",no,n/a,yes,enseignants,FN,"chefs traditionnels, autre (proprietaires de terrain)",FN,"enseignants volontaires, autres personnes puissantes dans la communaute",0,"personnels de sante professionel, acteurs internationaux",0,personne,personne,yes,barrages routiers,occasionellement,"taxation, mauvais comportement de certains elements de FN",yes,maintenir l'ordre,no,n/a,yes,maintenir l'ordre,no,n/a,0,no,n/a,no,n/a,0,no,n/a,no,0,no,no,no,no,0,fils de chef de village,Islam,Senoufo,BEPC,pas de difficultes,partiellement sincere,connaissance moyenne,5,0,1,0,1,0,0,1,2,0,1,1,0,0,1,1,55.95,9.219101878,68.9,2,0,9.219101878,0,Koumbala,0,0,0.916666667,0.8,2.157894737,1.09443146,0.3,0.35,0.15,0.15,0.1,0.2,2.2
Odienné,Odienn�,50506,123,50.1,82.9,17.1,RDR,82.9,46,44.3,100,NA,RDR,100,43565,48431,0.899527,Malinké,0,1,yes,yes,yes,yes,yes,yes,6,no,2002,Camp militaire,"Koné Ambdola, Djah Gao (commandant de secteur), Kone Zakaria, Alpha, Toungora, Ben Laden",no,yes,"Malinké, Senoufo","Militaires, Politiques",plus de deux-cent,no,Nord,"dozos, forces impartiales",no,n/a,n/a,n/a,yes,des elements incontroles,plus de cent,yes,FN,yes,yes,"mediation, public services","chefs traditionnels, autres fonctionnaires, leaders d'associations de jeunes, dozos, leaders de la societe civile (ONG)",no,n/a,yes,"religieux, politiciens locaux, commercants, enseignants, personnel de sante, autres fonctionnaires","FN, dozos, forces impartiales","FN, autre (comité civil)","FN, dozos","FN, enseignants professionnels, enseignants volontaires, ONG locale, acteurs internationaux",1,"personnels de sante professionnels, acteurs internationaux",0,personne,"autre (CECO, BROMALAH)",yes,"directement des commercants, laisser-passer, barrages routiers, licences pour les taxis, impots au marche",frequemment,"mauvais comportement de certains elements des Forces Nouvelles, conflits d'autorite entre leaders des Forces Nouvelles, ou entre leaders des Forces Nouvelles et d'autres personnes importantes dans la communaute",no,n/a,no,n/a,no,n/a,no,n/a,0,"oui, moins frequemment que chaque mois mais plus que deux fois par an","ceremonies publiques de nature religieuse ou nationale, ceremonies de natue privee","oui, moins frequemment que chaque mois mais plus que deux fois par an","ceremonies publiques de nature religieuse ou nationale, ceremonies de natue privee",1,yes,"dons/offres a la communaute, dons/offres a des particuliers, finance des oeuvres de developpement",yes,1,no,yes,no,dirigeant d'une ONG,1,charge de l'etat civil,Islam,Malinké,Baccalaureat,pas de difficultes,partiellement sincere,bonne connaissance,8,1,1,0,1,3,1,1,4,1,1,1,1,0,0,3,91.45,10.82984742,91.45,3,0,10.82984742,1,Odienn�,0,1,0.720930233,0.5,1.430769231,NA,0.2,0.5,0.1,0.5,0,0.3,2.7
Korhogo,Tioroniaradougo,15485,166,56.8,65.9,NA,RDR,65.9,138,35.2,100,NA,RDR,100,126646,161186,0.785713,Senoufo,0,1,no,missing,missing,missing,missing,missing,NA,yes,2003,No permament presence,don't know,don't know,yes,"Senoufo, Dioula",Militaires,moins de cinquante,missing,don't know,dozos,no,n/a,n/a,n/a,missing,n/a,n/a,missing,n/a,no,no,n/a,n/a,no,n/a,yes,don't know,FN,chefs traditionnels,FN,enseignants volontaires,0,personnels de santé volontaires,0,personne,don't know,no,n/a,jamais,n/a,no,n/a,no,n/a,no,n/a,no,n/a,0,missing,missing,missing,missing,NA,missing,n/a,missing,NA,no,no,no,no,0,chef de RDR,autre chretien,Senoufo,missing,quelques difficultes,tres sincere,,NA,NA,1,0,1,NA,0,0,0,0,0,0,0,0,0,NA,82.95,9.647627092,82.95,2,0,9.647627092,0,Tioroniaradougo,0,0,1,0.7,1.117647059,1.643745122,0.1375,0.425,0.1625,0.3625,0.1,0.1625,2.6375
Korhogo,Kombolokoura,5739,170,51.7,60.6,11.5,RDR,60.6,134,30.2,79.8,20.1,RDR,79.8,126646,161186,0.785713,Senoufo,0,0,no,no,no,yes,yes,no,2,no,2002,Barrage,"chef de poste, changed often",no,yes,"Malinké, Senoufo, Peul",Militaires,moins de cinquante,yes,autre (Korhogo),"dozos, forces impartiales",no,n/a,n/a,n/a,yes,"aggressions, vols",don't know,yes,FN,no,yes,mediation,"chefs traditionnels, leaders d'assocations de jeunes",no,n/a,yes,"religieux, enseignants, personnel de sante, autres fonctionnaires","FN, dozos",chefs traditionnels,"FN, dozos","enseignants volontaires, autre (parents eux-memes)",0,"personnels de sante professionnels, acteurs internationaux",0,personne,personne,yes,barrages routiers,occasionellement,"taxation, mauvais comportement de certains elements des FN",no,n/a,no,n/a,no,n/a,no,n/a,0,"oui, occasionnellement","visite chez des membres des elites communautaires, visite de nature privee","oui, occasionnellement","visite chez des membres des elites communautaires, visite de nature privee",1,yes,dons/offres a des particuliers,no,1,no,no,no,no,0,"chef de village, secretaire des chef",autre chretien,Senoufo,pas d'enseignement formel acheve,pas de difficultes,tres sincere,bonne connaissance,4,1,1,0,1,2,0,1,3,1,1,1,0,0,0,2,70.2,8.655040258,70.2,2,0,8.655040258,0,Kombolokoura,0,0,NA,NA,NA,1.706144373,0.1375,0.425,0.1625,0.3625,0.1,0.1625,2.6375
Korhogo,Dassoungboho,6363,166,56.8,65.9,NA,RDR,65.9,138,35.2,100,NA,RDR,100,126646,161186,0.785713,Senoufo,0,0,no,no,no,yes,no,no,1,yes,2003,Barrage,"""Chef Yacou"" (chef de poste), Adama, Tiemoko, Mossi Salifou",no,yes,"Senoufo, Malinke",Militaires,moins de cinquante,yes,don't know,forces impartiales,yes,FN-FN,2004,don't know,yes,"Non respect du couvre feu, les hommes etaient cocufie, l'autorite du chef du village etait bofouee",moins de vingt,yes,FN,no,no,n/a,n/a,yes,"chefs traditionnels, leaders de la societe civile",yes,"enseignants, personnel de sante, autres fonctionnaires",FN,"FN, autre (comité civil)",FN,"chefs traditionnels, enseignants volontaires, ONG locales, acteurs internationaux",0,"chefs traditionnels, ONG locale",0,personne,personne,yes,"directement des commercants, laisser-passer, barrages routiers, licences pour les taxis",frequemment,"taxation, mauvais comportement des certains elements FN, conflits d'autorite entre leaers des FN",no,n/a,no,n/a,no,n/a,no,n/a,0,no,n/a,no,n/a,0,no,n/a,no,0,no,no,no,no,0,agriculteur,animiste,Senoufo,BEPC,pas de difficultes,tres sincere,bonne connaissance,3,0,1,1,1,0,0,0,4,1,1,1,0,0,0,0,82.95,8.758255243,82.95,2,0,8.758255243,-1,Dassoungboho,0,0,NA,NA,NA,1.707654584,0.1375,0.425,0.1625,0.3625,0.1,0.1625,2.6375
Korhogo,Karakoro,19243,167,62.9,62.7,15.5,RDR,62.7,132,62.6,74.8,NA,RDR,74.8,126646,161186,0.785713,Senoufo,0,0,no,yes,no,yes,yes,no,3,yes,2002,Camp militaire,don't know,yes,yes,Senoufo,Militaires,don't know,yes,Nord,"dozos, forces impartiales",no,n/a,n/a,n/a,yes,mauvais comportement des FN,entre cinquante et cent,yes,FN,no,yes,mediation,chefs traditionnels,no,n/a,yes,"enseignants, personnel de sante, autres fonctionnaires","FN, dozos",chefs traditionnels,"FN, dozos","enseignants professionnels, enseignants volontaires",0,acteurs internationaux,0,personne,personne,yes,"laisser-passer, barrages routiers",occasionellement,mauvais comportement de FN,no,n/a,yes,barrages routiers,no,n/a,no,n/a,1,no,n/a,no,n/a,0,no,n/a,no,0,no,no,no,no,0,Agriculteur,aucune,missing,CEPE,pas des difficultés,partiellement sincere,connaissance moyenne,5,1,1,0,1,0,0,1,3,1,1,1,0,0,0,0,68.75,9.864902637,68.75,2,0,9.864902637,0,Karakoro,1,0,1,0.7,2.166666667,1.525487319,0.1375,0.425,0.1625,0.3625,0.1,0.1625,2.6375
