"date","weight","education","religiosity","political","income","gender","age","Year","letter","gun","physical","Direct_Violence","exclusion1","exclusion2","exclusion3","exclusion4","Exclusion","distancing1","distancing2","distancing3","distancing4","Distancing","threat1","threat2","threat3","threat","edu1","edu2","edu3","inc1","inc2","year03","year04","rel1","rel2","rel3","Cthreat","Cpol","Cgender","CpolXCgender","CthreatXCgender","leftist"
2005-05-09,1.32,3,"traditional","center",2,"M",46,2005,1,1,1,1,NA,NA,NA,NA,5.26287637781641,NA,NA,NA,NA,NA,NA,NA,NA,4.27488561662342,0,0,1,1,0,0,0,0,1,0,NA,0.27,-0.53,0,0,"Non-Leftist"
2005-05-15,1.32,3,"religious","right",1,"M",23,2005,1,NA,1,1,6,6,6,6,6,6,6,1,1,3.5,6,6,6,6,0,0,1,1,0,0,0,0,0,1,2.27,-0.73,-0.53,0,0,"Non-Leftist"
2005-05-17,1.32,3,"secular","center",4,"M",26,2005,1,1,1,1,6,6,4,6,5.5,1,3,3,1,5,6,6,6,6,0,0,1,0,0,0,0,1,0,0,2.27,0.27,-0.53,0,0,"Non-Leftist"
2005-05-09,1.32,3,"secular","center",2,"M",55,2005,3,1,1,1.66666666666667,6,2,2,6,4,5,3,1,2,4.25,4,5,2,3.66666666666667,0,0,1,1,0,0,0,1,0,0,-0.0633333333333335,0.27,-0.53,0,0,"Non-Leftist"
2005-05-02,1.32,3,"religious","center",NA,"M",47,2005,1,1,1,1,3,5,1,3,3,2,1,1,2,5.5,NA,4,4,4,0,0,1,NA,NA,0,0,NA,NA,NA,0.27,0.27,-0.53,0,0,"Non-Leftist"
2005-05-01,1.32,3,"traditional","center",4,"M",62,2005,4,6,5,5,3,4,2,4,3.25,1,3,1,1,5.5,3,6,4,4.33333333333333,0,0,1,0,0,0,0,0,1,0,0.603333333333333,0.27,-0.53,0,0,"Non-Leftist"
2005-05-01,1.32,3,"secular","left",2,"M",28,2005,1,1,1,1,1,3,1,2,1.75,6,6,1,4,2.75,3,1,3,2.33333333333333,0,0,1,1,0,0,0,1,0,0,-1.39666666666667,1.27,-0.53,0,0,"Leftist"
2005-05-02,0.44,3,"secular","center",3,"M",28,2005,1,1,1,1,6,6,6,6,6,1,1,1,1,6,6,6,6,6,0,0,1,0,1,0,0,1,0,0,2.27,NA,-0.53,0,0,"Non-Leftist"
2005-05-03,1.32,3,"traditional","center",3,"M",58,2005,1,1,1,1,1,1,1,1,1,6,6,1,3,3,1,1,4,2,0,0,1,0,1,0,0,0,1,0,-1.73,NA,-0.53,0,0,"Non-Leftist"
2005-05-05,1.32,3,"traditional","right",2,"M",35,2005,1,1,1,1,4,6,3,6,4.75,6,6,6,6,1,3,3,1,2.33333333333333,0,0,1,1,0,0,0,0,1,0,-1.39666666666667,-0.73,-0.53,0,0,"Non-Leftist"
2005-05-15,1.32,3,"traditional","right",2,"M",30,2005,1,1,1,1,5,6,5,6,5.5,4,5,1,1,4.25,6,6,6,6,0,0,1,1,0,0,0,0,1,0,2.27,-1.73,-0.53,0,0,"Non-Leftist"
2005-05-15,1.32,3,"traditional","right",1,"M",76,2005,1,1,1,1,6,1,1,6,3.5,3,6,1,3,3.75,1,3,1,1.66666666666667,0,0,1,1,0,0,0,0,1,0,-2.06333333333333,-0.73,-0.53,0,0,"Non-Leftist"
2005-05-17,1.32,3,"secular","center",1,"M",38,2005,1,1,1,1,3,5,2,5,3.75,6,6,3,2,2.75,2,2,4,2.66666666666667,0,0,1,1,0,0,0,1,0,0,-1.06333333333333,NA,-0.53,0,0,"Non-Leftist"
2005-05-08,1.32,3,"secular","left",3,"M",39,2005,1,1,1,1,2,2,1,4,2.25,4,5,5,6,2,2,2,2,2,0,0,1,0,1,0,0,1,0,0,-1.73,1.27,-0.53,0,0,"Leftist"
2005-05-08,1.32,3,"secular","center",2,"M",52,2005,1,1,1,1,1,3,1,6,2.75,3,5,1,3,4,2,2,2,2,0,0,1,1,0,0,0,1,0,0,-1.73,0.27,-0.53,0,0,"Non-Leftist"
2005-05-05,1.32,3,"secular","right",3,"M",28,2005,1,6,1,2.66666666666667,1,6,6,6,4.75,1,1,1,6,4.75,6,6,6,6,0,0,1,0,1,0,0,1,0,0,2.27,-0.73,-0.53,0,0,"Non-Leftist"
2005-05-05,1.32,3,"secular","right",3,"M",29,2005,1,1,1,1,3,3,1,6,3.25,3,4,3,4,3.5,2,3,4,3,0,0,1,0,1,0,0,1,0,0,-0.73,-0.73,-0.53,0,0,"Non-Leftist"
2005-05-08,1.32,3,"religious","right",NA,"M",45,2005,1,1,1,1,3,4,1,6,3.5,5,6,1,1,3.75,6,4,6,5.33333333333333,0,0,1,NA,NA,0,0,0,0,1,1.60333333333333,-0.73,-0.53,0,0,"Non-Leftist"
2005-05-08,1.32,3,"traditional","right",3,"M",77,2005,5,2,2,3,3,3,2,6,3.5,1,5,1,3,4.5,5,3,3,3.66666666666667,0,0,1,0,1,0,0,0,1,0,-0.0633333333333335,-0.73,-0.53,0,0,"Non-Leftist"
2005-05-03,0.44,3,"secular","center",2,"M",52,2005,2,1,1,1.33333333333333,1,6,1,6,3.5,6,6,4,5,1.75,4,4,3,3.66666666666667,0,0,1,1,0,0,0,1,0,0,-0.0633333333333335,0.27,-0.53,0,0,"Non-Leftist"
2005-05-05,1.32,3,"secular","left",4,"M",34,2005,1,1,1,1,1,1,1,1,1,6,6,6,6,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,-2.73,1.27,-0.53,0,0,"Leftist"
2005-05-03,1.32,3,"traditional","right",NA,"M",22,2005,1,1,1,1,1,1,1,6,2.25,1,6,1,1,4.75,1,1,1,1,0,0,1,NA,NA,0,0,0,1,0,-2.73,-0.73,-0.53,0,0,"Non-Leftist"
2005-05-03,1.32,3,"secular","left",1,"M",21,2005,1,1,1,1,1,1,1,5,2,6,6,3,6,1.75,3,2,2,2.33333333333333,0,0,1,1,0,0,0,1,0,0,-1.39666666666667,1.27,-0.53,0,0,"Leftist"
2005-05-03,1.32,3,"secular","right",4,"M",37,2005,6,6,6,6,6,6,6,6,6,1,1,1,1,6,6,6,6,6,0,0,1,0,0,0,0,1,0,0,2.27,-1.73,-0.53,0,0,"Non-Leftist"
2005-05-03,1.32,3,"secular","right",5,"M",66,2005,3,1,3,2.33333333333333,3,5,2,6,4,1,6,1,1,4.75,6,6,4,5.33333333333333,0,0,1,0,0,0,0,1,0,0,1.60333333333333,-0.73,-0.53,0,0,"Non-Leftist"
2005-05-17,1.32,3,"secular","left",5,"M",53,2005,1,1,1,1,1,6,1,6,3.5,6,6,1,2,3.25,2,1,2,1.66666666666667,0,0,1,0,0,0,0,1,0,0,-2.06333333333333,1.27,-0.53,0,0,"Leftist"
2005-05-05,1.32,3,"secular","center",1,"M",74,2005,2,1,1,1.33333333333333,4,5,3,6,4.5,4,1,1,1,5.25,5,5,4,4.66666666666667,0,0,1,1,0,0,0,1,0,0,0.936666666666667,0.27,-0.53,0,0,"Non-Leftist"
2005-05-03,1.32,3,"traditional","center",2,"M",52,2005,1,1,1,1,1,6,3,6,4,1,6,1,1,4.75,6,6,6,6,0,0,1,1,0,0,0,0,1,0,2.27,NA,-0.53,0,0,"Non-Leftist"
2005-05-05,1.32,3,"secular","right",3,"M",33,2005,1,1,1,1,1,6,2,3,3,6,4,1,1,4,6,6,6,6,0,0,1,0,1,0,0,1,0,0,2.27,-0.73,-0.53,0,0,"Non-Leftist"
2005-05-15,1.32,3,"secular","center",1,"M",74,2005,2,2,2,2,4,5,2,5,4,2,4,1,2,4.75,5,5,6,5.33333333333333,0,0,1,1,0,0,0,1,0,0,1.60333333333333,NA,-0.53,0,0,"Non-Leftist"
2005-05-02,1.32,3,"traditional","left",NA,"M",40,2005,1,1,1,1,5,6,2,6,4.75,1,3,1,2,5.25,5,4,4,4.33333333333333,0,0,1,NA,NA,0,0,0,1,0,0.603333333333333,1.27,-0.53,0,0,"Leftist"
2005-05-03,1.32,3,"secular","right",5,"M",27,2005,1,1,1,1,4,6,6,6,5.5,5,3,1,2,4.25,6,3,6,5,0,0,1,0,0,0,0,1,0,0,1.27,-0.73,-0.53,0,0,"Non-Leftist"
2005-05-09,1.32,3,"secular","right",1,"M",19,2005,1,6,6,4.33333333333333,6,6,6,6,6,1,1,1,1,6,6,6,6,6,0,0,1,1,0,0,0,1,0,0,2.27,-1.73,-0.53,0,0,"Non-Leftist"
2005-05-02,1.32,3,"traditional","center",3,"M",39,2005,1,1,1,1,1,1,1,1,1,2,3,1,1,5.25,3,3,3,3,0,0,1,0,1,0,0,0,1,0,-0.73,0.27,-0.53,0,0,"Non-Leftist"
2005-05-16,1.32,3,"secular","right",4,"M",20,2005,1,1,1,1,3,2,3,5,3.25,5,6,1,2,3.5,4,4,5,4.33333333333333,0,0,1,0,0,0,0,1,0,0,0.603333333333333,-0.73,-0.53,0,0,"Non-Leftist"
2005-05-16,1.32,3,"traditional","center",1,"M",33,2005,1,1,1,1,4,6,1,5,4,3,3,1,2,4.75,2,2,2,2,0,0,1,1,0,0,0,0,1,0,-1.73,0.27,-0.53,0,0,"Non-Leftist"
2005-05-15,1.32,3,"secular","right",2,"M",46,2005,3,2,1,2,5,5,5,6,5.25,3,4,1,3,4.25,5,5,5,5,0,0,1,1,0,0,0,1,0,0,1.27,-0.73,-0.53,0,0,"Non-Leftist"
2005-05-17,1.32,3,"traditional","center",5,"M",40,2005,3,6,1,3.33333333333333,6,2,1,6,3.75,6,3,1,3,3.75,2,2,1,1.66666666666667,0,0,1,0,0,0,0,0,1,0,-2.06333333333333,NA,-0.53,0,0,"Non-Leftist"
2005-05-17,1.32,3,"traditional","left",NA,"M",24,2005,1,1,1,1,2,5,1,2,2.5,6,6,3,6,1.75,5,3,4,4,0,0,1,NA,NA,0,0,0,1,0,0.27,1.27,-0.53,0,0,"Leftist"
2005-05-17,1.32,3,"traditional","right",4,"M",22,2005,1,1,1,1,1,6,2,6,3.75,1,2,1,1,5.75,5,1,6,4,0,0,1,0,0,0,0,0,1,0,0.27,-1.73,-0.53,0,0,"Non-Leftist"
2005-05-03,1.32,3,"religious","right",4,"M",21,2005,1,1,1,1,1,6,2,6,3.75,1,1,1,2,5.75,4,4,2,3.33333333333333,0,0,1,0,0,0,0,0,0,1,-0.396666666666667,-0.73,-0.53,0,0,"Non-Leftist"
2005-05-03,0.44,3,"religious","right",4,"M",19,2005,1,1,1,1,1,6,1,6,3.5,6,3,1,3,3.75,4,2,2,2.66666666666667,0,0,1,0,0,0,0,0,0,1,-1.06333333333333,-0.73,-0.53,0,0,"Non-Leftist"
2005-05-03,1.32,3,"religious","right",5,"M",67,2005,1,1,1,1,1,6,1,6,3.5,1,6,1,1,4.75,6,4,6,5.33333333333333,0,0,1,0,0,0,0,0,0,1,1.60333333333333,-0.73,-0.53,0,0,"Non-Leftist"
2005-05-02,0.44,3,"traditional","center",4,"M",19,2005,1,1,1,1,6,6,6,6,6,1,1,1,1,6,6,6,6,6,0,0,1,0,0,0,0,0,1,0,2.27,NA,-0.53,0,0,"Non-Leftist"
2005-05-02,0.746,3,"religious","right",3,"M",37,2005,6,5,1,4,3,6,5,6,5,6,5,1,1,3.75,6,6,1,4.33333333333333,0,0,1,0,1,0,0,0,0,0,0.603333333333333,-0.73,-0.53,0,0,"Non-Leftist"
2005-05-02,0.44,3,"traditional","center",2,"M",20,2005,1,1,1,1,2,6,3,6,4.25,3,6,1,2,4,5,3,6,4.66666666666667,0,0,1,1,0,0,0,0,1,0,0.936666666666667,0.27,-0.53,0,0,"Non-Leftist"
2005-05-03,1.32,3,"traditional","right",3,"M",31,2005,1,1,1,1,6,2,2,6,4,4,6,1,1,4,4,3,5,4,0,0,1,0,1,0,0,0,1,0,0.27,-0.73,-0.53,0,0,"Non-Leftist"
2005-05-03,1.32,3,"secular","right",1,"M",38,2005,1,1,1,1,3,6,3,3,3.75,1,5,1,1,5,5,6,3,4.66666666666667,0,0,1,1,0,0,0,1,0,0,0.936666666666667,-0.73,-0.53,0,0,"Non-Leftist"
2005-05-03,1.32,3,"traditional","right",1,"M",58,2005,1,3,1,1.66666666666667,6,6,6,6,6,1,1,1,1,6,6,6,6,6,0,0,1,1,0,0,0,0,1,0,2.27,-1.73,-0.53,0,0,"Non-Leftist"
2005-05-02,1.32,3,"secular","center",5,"M",41,2005,1,1,1,1,1,6,1,6,3.5,1,1,1,4,5.25,6,6,6,6,0,0,1,0,0,0,0,1,0,0,2.27,0.27,-0.53,0,0,"Non-Leftist"
2005-05-05,1.32,3,"traditional","right",4,"M",28,2005,1,1,1,1,6,6,6,6,6,1,6,1,1,4.75,6,6,6,6,0,0,1,0,0,0,0,0,1,0,2.27,-0.73,-0.53,0,0,"Non-Leftist"
2005-05-01,1.32,3,"secular","center",5,"M",35,2005,2,2,2,2,2,4,2,5,3.25,4,5,3,3,3.25,3,3,2,2.66666666666667,0,0,1,0,0,0,0,1,0,0,-1.06333333333333,0.27,-0.53,0,0,"Non-Leftist"
2005-05-05,1.32,3,"traditional","center",2,"M",53,2005,1,6,1,2.66666666666667,1,6,1,6,3.5,2,1,1,6,4.5,6,6,6,6,0,0,1,1,0,0,0,0,1,0,2.27,NA,-0.53,0,0,"Non-Leftist"
2005-05-09,0.42,3,"religious","center",4,"M",42,2005,1,1,1,1,6,6,3,6,5.25,3,1,1,1,5.5,6,3,1,3.33333333333333,0,0,1,0,0,0,0,0,0,1,-0.396666666666667,NA,-0.53,0,0,"Non-Leftist"
2005-05-09,0.42,3,"secular","right",4,"M",63,2005,1,1,1,1,3,6,3,1,3.25,4,6,1,6,2.75,4,5,3,4,0,0,1,0,0,0,0,1,0,0,0.27,-0.73,-0.53,0,0,"Non-Leftist"
2005-05-15,0.42,3,"secular","right",1,"M",32,2005,1,6,1,2.66666666666667,1,2,6,6,3.75,1,6,1,6,3.5,6,6,6,6,0,0,1,1,0,0,0,1,0,0,2.27,-0.73,-0.53,0,0,"Non-Leftist"
2005-05-16,0.42,3,"religious","right",5,"M",68,2005,1,1,1,1,1,5,2,5,3.25,5,5,1,1,4,5,5,3,4.33333333333333,0,0,1,0,0,0,0,0,0,1,0.603333333333333,-0.73,-0.53,0,0,"Non-Leftist"
2005-05-05,0.42,3,"religious","right",3,"M",26,2005,1,1,1,1,1,6,1,6,3.5,6,4,1,1,4,3,2,2,2.33333333333333,0,0,1,0,1,0,0,0,0,1,-1.39666666666667,-0.73,-0.53,0,0,"Non-Leftist"
2005-05-02,0.42,3,"religious","right",5,"M",59,2005,1,1,1,1,5,5,3,6,4.75,1,2,1,NA,5.66666666666667,4,4,5,4.33333333333333,0,0,1,0,0,0,0,0,0,1,0.603333333333333,-0.73,-0.53,0,0,"Non-Leftist"
2005-05-02,0.42,3,"secular","center",4,"M",25,2005,1,1,1,1,5,4,1,6,4,6,6,1,6,2.25,5,5,2,4,0,0,1,0,0,0,0,1,0,0,0.27,0.27,-0.53,0,0,"Non-Leftist"
2005-05-17,0.44,3,"religious","right",4,"M",32,2005,1,1,1,1,1,2,1,6,2.5,6,6,1,3,3,5,2,3,3.33333333333333,0,0,1,0,0,0,0,0,0,1,-0.396666666666667,-0.73,-0.53,0,0,"Non-Leftist"
2005-05-09,0.44,3,"religious","center",4,"M",61,2005,1,1,1,1,1,NA,1,NA,1,6,6,1,2,3.25,1,1,1,1,0,0,1,0,0,0,0,0,0,1,-2.73,NA,-0.53,0,0,"Non-Leftist"
2005-05-03,0.44,3,"secular","right",1,"M",53,2005,1,5,1,2.33333333333333,6,6,6,6,6,1,2,1,1,5.75,6,6,6,6,0,0,1,1,0,0,0,1,0,0,2.27,-0.73,-0.53,0,0,"Non-Leftist"
2005-05-03,0.44,3,"traditional","center",1,"M",35,2005,1,1,1,1,6,6,2,6,5,5,6,1,1,3.75,2,2,6,3.33333333333333,0,0,1,1,0,0,0,0,1,0,-0.396666666666667,0.27,-0.53,0,0,"Non-Leftist"
2005-05-03,0.44,3,"traditional","right",4,"M",50,2005,3,1,1,1.66666666666667,6,6,6,6,6,1,3,1,1,5.5,6,6,6,6,0,0,1,0,0,0,0,0,1,0,2.27,-0.73,-0.53,0,0,"Non-Leftist"
2005-05-01,0.44,3,"traditional","right",4,"M",33,2005,3,1,1,1.66666666666667,4,6,2,6,4.5,1,3,1,1,5.5,5,5,6,5.33333333333333,0,0,1,0,0,0,0,0,1,0,1.60333333333333,-0.73,-0.53,0,0,"Non-Leftist"
2005-05-08,0.44,3,"traditional","center",4,"M",51,2005,1,1,1,1,1,1,1,6,2.25,6,6,1,6,2.25,NA,NA,NA,2.57673837755576,0,0,1,0,0,0,0,0,1,0,NA,NA,-0.53,0,0,"Non-Leftist"
2005-05-15,0.44,3,"secular","right",3,"M",31,2005,1,1,1,1,1,6,1,6,3.5,4,6,3,3,3,6,6,6,6,0,0,1,0,1,0,0,1,0,0,2.27,-0.73,-0.53,0,0,"Non-Leftist"
2005-05-05,0.44,3,"traditional","center",4,"M",34,2005,1,1,1,1,1,3,1,1,1.5,3,4,1,3,4.25,4,4,4,4,0,0,1,0,0,0,0,0,1,0,0.27,0.27,-0.53,0,0,"Non-Leftist"
2005-05-17,0.44,3,"religious","right",2,"M",47,2005,1,1,1,1,4,6,6,6,5.5,1,3,1,1,5.5,6,6,6,6,0,0,1,1,0,0,0,0,0,1,2.27,-0.73,-0.53,0,0,"Non-Leftist"
2005-05-05,0.44,3,"traditional","center",4,"M",54,2005,1,1,1,1,1,2,1,4,2,3,6,1,3,3.75,3,3,3,3,0,0,1,0,0,0,0,0,1,0,-0.73,0.27,-0.53,0,0,"Non-Leftist"
2005-05-16,0.746,3,"religious","center",NA,"M",51,2005,1,1,1,1,3,6,3,6,4.5,1,3,1,1,5.5,3,1,3,2.33333333333333,0,0,1,NA,NA,0,0,0,0,0,-1.39666666666667,0.27,-0.53,0,0,"Non-Leftist"
2005-05-15,0.746,3,"religious","center",3,"M",27,2005,3,6,3,4,3,6,1,6,4,2,3,1,2,5,6,6,3,5,0,0,1,0,1,0,0,0,0,0,1.27,0.27,-0.53,0,0,"Non-Leftist"
2004-05-18,1.32,3,"traditional","center",2,"M",31,2004,1,1,1,1,4,6,1,6,4.25,4,4,1,4,3.75,4,4,4,4,0,0,1,1,0,0,1,0,1,0,0.27,0.27,-0.53,0,0,"Non-Leftist"
2004-05-18,0.746,3,"religious","center",1,"M",80,2004,1,1,1,1,1,3,3,6,3.25,3,2,1,2,5,5,2,6,4.33333333333333,0,0,1,1,0,0,1,0,0,0,0.603333333333333,0.27,-0.53,0,0,"Non-Leftist"
2004-05-18,1.32,3,"secular","center",4,"M",45,2004,1,1,1,1,1,3,1,3,2,6,6,4,6,1.5,4,4,1,3,0,0,1,0,0,0,1,1,0,0,-0.73,0.27,-0.53,0,0,"Non-Leftist"
2004-05-13,1.32,3,"traditional","center",1,"M",56,2004,3,1,1,1.66666666666667,2,5,1,3,2.75,6,6,3,3,2.5,3,2,1,2,0,0,1,1,0,0,1,0,1,0,-1.73,0.27,-0.53,0,0,"Non-Leftist"
2004-05-16,1.32,3,"secular","right",1,"M",31,2004,1,6,2,3,6,6,6,6,6,6,4,1,1,4,6,6,6,6,0,0,1,1,0,0,1,1,0,0,2.27,-1.73,-0.53,0,0,"Non-Leftist"
2004-05-13,1.32,3,"secular","center",4,"M",25,2004,3,1,1,1.66666666666667,1,1,1,6,2.25,2,6,3,4,3.25,2,4,4,3.33333333333333,0,0,1,0,0,0,1,1,0,0,-0.396666666666667,NA,-0.53,0,0,"Non-Leftist"
2004-05-13,1.32,3,"secular","right",1,"M",36,2004,1,1,1,1,3,6,6,6,5.25,1,3,1,1,5.5,3,3,3,3,0,0,1,1,0,0,1,1,0,0,-0.73,-0.73,-0.53,0,0,"Non-Leftist"
2004-05-13,1.32,3,"secular","center",4,"M",55,2004,1,1,1,1,3,3,3,6,3.75,5,4,1,2,4,3,3,3,3,0,0,1,0,0,0,1,1,0,0,-0.73,0.27,-0.53,0,0,"Non-Leftist"
2004-05-13,1.32,3,"secular","center",NA,"M",71,2004,1,1,1,1,1,NA,1,NA,1,5,6,3,NA,2.33333333333333,1,1,4,2,0,0,1,NA,NA,0,1,1,0,0,-1.73,NA,-0.53,0,0,"Non-Leftist"
2004-05-17,1.32,3,"secular","right",4,"M",51,2004,1,1,1,1,5,6,2,6,4.75,1,6,1,1,4.75,5,5,5,5,0,0,1,0,0,0,1,1,0,0,1.27,-0.73,-0.53,0,0,"Non-Leftist"
2004-05-13,1.32,3,"secular","right",5,"M",37,2004,3,6,1,3.33333333333333,2,6,2,6,4,1,1,1,1,6,6,5,4,5,0,0,1,0,0,0,1,1,0,0,1.27,-1.73,-0.53,0,0,"Non-Leftist"
2004-05-16,1.32,3,"secular","center",4,"M",68,2004,1,1,1,1,1,3,1,4,2.25,4,4,3,5,3,3,3,4,3.33333333333333,0,0,1,0,0,0,1,1,0,0,-0.396666666666667,0.27,-0.53,0,0,"Non-Leftist"
2004-05-13,1.32,3,"secular","left",2,"M",19,2004,1,1,1,1,4,1,2,6,3.25,6,6,1,5,2.5,4,3,5,4,0,0,1,1,0,0,1,1,0,0,0.27,1.27,-0.53,0,0,"Leftist"
2004-05-16,1.32,3,"secular","center",1,"M",40,2004,1,1,1,1,1,6,1,6,3.5,4,6,1,4,3.25,3,3,4,3.33333333333333,0,0,1,1,0,0,1,1,0,0,-0.396666666666667,0.27,-0.53,0,0,"Non-Leftist"
2004-05-17,1.32,3,"secular","center",1,"M",22,2004,NA,6,1,3.5,1,6,3,6,4,4,6,1,3,3.5,4,4,5,4.33333333333333,0,0,1,1,0,0,1,1,0,0,0.603333333333333,0.27,-0.53,0,0,"Non-Leftist"
2004-05-18,1.32,3,"secular","center",NA,"M",55,2004,1,1,1,1,2,5,2,5,3.5,3,5,1,4,3.75,4,2,5,3.66666666666667,0,0,1,NA,NA,0,1,1,0,0,-0.0633333333333335,0.27,-0.53,0,0,"Non-Leftist"
2004-05-13,1.32,3,"secular","center",3,"M",29,2004,1,1,1,1,5,1,3,6,3.75,5,5,1,1,4,4,4,4,4,0,0,1,0,1,0,1,1,0,0,0.27,0.27,-0.53,0,0,"Non-Leftist"
2004-05-12,1.32,3,"secular","left",3,"M",19,2004,1,1,1,1,1,4,1,3,2.25,6,6,5,6,1.25,1,1,3,1.66666666666667,0,0,1,0,1,0,1,1,0,0,-2.06333333333333,1.27,-0.53,0,0,"Leftist"
2004-05-18,1.32,3,"secular","center",4,"M",29,2004,1,1,1,1,1,6,1,1,2.25,6,6,3,6,1.75,6,1,1,2.66666666666667,0,0,1,0,0,0,1,1,0,0,-1.06333333333333,0.27,-0.53,0,0,"Non-Leftist"
2004-05-12,1.32,3,"secular","right",NA,"M",21,2004,1,1,1,1,5,6,3,6,5,1,3,1,2,5.25,5,4,4,4.33333333333333,0,0,1,NA,NA,0,1,1,0,0,0.603333333333333,-0.73,-0.53,0,0,"Non-Leftist"
2004-05-13,1.32,3,"traditional","center",2,"M",37,2004,1,1,1,1,6,6,1,6,4.75,1,1,1,1,6,3,1,6,3.33333333333333,0,0,1,1,0,0,1,0,1,0,-0.396666666666667,0.27,-0.53,0,0,"Non-Leftist"
2004-05-11,1.32,3,"traditional","right",2,"M",40,2004,5,1,4,3.33333333333333,1,2,2,2,1.75,4,5,1,2,4,4,3,1,2.66666666666667,0,0,1,1,0,0,1,0,1,0,-1.06333333333333,-0.73,-0.53,0,0,"Non-Leftist"
2004-05-19,1.32,3,"secular","center",5,"M",44,2004,1,1,1,1,2,2,2,2,2,5,5,2,3,3.25,4,3,3,3.33333333333333,0,0,1,0,0,0,1,1,0,0,-0.396666666666667,0.27,-0.53,0,0,"Non-Leftist"
2004-05-11,1.32,3,"secular","left",5,"M",44,2004,1,1,1,1,1,3,1,1,1.5,6,6,6,6,1,NA,2,2,2,0,0,1,0,0,0,1,1,0,0,-1.73,1.27,-0.53,0,0,"Leftist"
2004-05-16,1.32,3,"secular","right",4,"M",50,2004,1,1,1,1,2,2,4,5,3.25,2,5,1,1,4.75,1,1,1,1,0,0,1,0,0,0,1,1,0,0,-2.73,-0.73,-0.53,0,0,"Non-Leftist"
2004-05-16,1.32,3,"secular","center",2,"M",63,2004,1,1,1,1,2,2,2,4,2.5,5,5,2,2,3.5,2,2,2,2,0,0,1,1,0,0,1,1,0,0,-1.73,0.27,-0.53,0,0,"Non-Leftist"
2004-05-12,1.32,3,"religious","center",3,"M",33,2004,1,1,1,1,5,4,2,6,4.25,3,3,1,1,5,6,5,5,5.33333333333333,0,0,1,0,1,0,1,0,0,1,1.60333333333333,0.27,-0.53,0,0,"Non-Leftist"
2004-05-11,1.32,3,"traditional","right",2,"M",41,2004,4,4,5,4.33333333333333,6,6,6,6,6,4,1,1,1,5.25,6,6,6,6,0,0,1,1,0,0,1,0,1,0,2.27,-0.73,-0.53,0,0,"Non-Leftist"
2004-05-11,1.32,3,"traditional","center",4,"M",55,2004,1,1,1,1,1,6,6,6,4.75,6,3,1,6,3,1,3,6,3.33333333333333,0,0,1,0,0,0,1,0,1,0,-0.396666666666667,0.27,-0.53,0,0,"Non-Leftist"
2004-05-20,1.32,3,"secular","center",1,"M",33,2004,NA,6,1,3.5,NA,NA,NA,6,6,6,1,1,1,4.75,6,NA,6,6,0,0,1,1,0,0,1,1,0,0,2.27,NA,-0.53,0,0,"Non-Leftist"
2004-05-12,1.32,3,"secular","left",2,"M",21,2004,1,1,1,1,1,3,4,6,3.5,2,2,1,4,4.75,2,4,6,4,0,0,1,1,0,0,1,1,0,0,0.27,1.27,-0.53,0,0,"Leftist"
2004-05-16,1.32,3,"religious","right",NA,"M",53,2004,3,1,1,1.66666666666667,NA,NA,NA,NA,5.14967993675527,1,1,1,1,6,6,6,4,5.33333333333333,0,0,1,NA,NA,0,1,0,0,1,1.60333333333333,-0.73,-0.53,0,0,"Non-Leftist"
2004-05-18,1.32,3,"traditional","right",NA,"M",45,2004,1,1,1,1,6,6,6,6,6,1,4,1,1,5.25,6,6,6,6,0,0,1,NA,NA,0,1,0,1,0,2.27,-0.73,-0.53,0,0,"Non-Leftist"
2004-05-12,0.746,3,"religious","right",1,"M",51,2004,1,1,1,1,3,6,3,6,4.5,1,2,1,1,5.75,6,6,6,6,0,0,1,1,0,0,1,0,0,0,2.27,-0.73,-0.53,0,0,"Non-Leftist"
2004-05-11,0.44,3,"religious","center",2,"M",44,2004,1,3,3,2.33333333333333,4,5,4,6,4.75,4,4,1,4,3.75,2,2,4,2.66666666666667,0,0,1,1,0,0,1,0,0,1,-1.06333333333333,0.27,-0.53,0,0,"Non-Leftist"
2004-05-20,0.42,3,"religious","right",3,"M",18,2004,1,1,1,1,3,6,4,6,4.75,1,5,1,1,5,5,4,6,5,0,0,1,0,1,0,1,0,0,1,1.27,-0.73,-0.53,0,0,"Non-Leftist"
2004-05-19,0.42,3,"religious","center",4,"M",34,2004,1,1,1,1,4,5,2,6,4.25,5,5,1,3,3.5,2,2,2,2,0,0,1,0,0,0,1,0,0,1,-1.73,0.27,-0.53,0,0,"Non-Leftist"
2004-05-19,0.42,3,"religious","right",4,"M",24,2004,2,1,1,1.33333333333333,6,6,6,6,6,1,2,1,1,5.75,6,6,6,6,0,0,1,0,0,0,1,0,0,1,2.27,-0.73,-0.53,0,0,"Non-Leftist"
2004-05-19,0.42,3,"religious","center",1,"M",21,2004,1,1,1,1,6,4,1,6,4.25,1,1,1,1,6,6,4,3,4.33333333333333,0,0,1,1,0,0,1,0,0,1,0.603333333333333,0.27,-0.53,0,0,"Non-Leftist"
2004-05-19,0.42,3,"secular","center",3,"M",23,2004,1,1,1,1,1,4,1,6,3,6,6,1,3,3,3,3,2,2.66666666666667,0,0,1,0,1,0,1,1,0,0,-1.06333333333333,0.27,-0.53,0,0,"Non-Leftist"
